Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default",meta:specialk9_internal_id,meta:specialk9_source_url,meta:specialk9_seo_title,meta:specialk9_seo_description
variation,"B9 2",,"Manga Estilo Belga - Nivel 2 / Lino Frances",1,,visible,,,taxable,parent,1,3,1,1,0,,,,,,,,86500.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 2",1,0,,Material,"Lino Frances",1,0,,,,,,,703329697,,,
variation,"B9 1-S",,"Manga Estilo Belga - Nivel 1 / Lino Frances",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,57000.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 1",1,0,,Material,"Lino Frances",1,0,,,,,,,703329697,,,
simple,60222,,"Manga Estilo Belga",-1,1,hidden,,,taxable,,0,,,0,0,0.0,0.0,0.0,0.0,1,,,0.00,,,,,,,,,,,,,21,,Nivel,"1, 2, 3, 4, 5, Full Set",1,0,,Material,"Yute, Lino Frances",1,0,,,,,,,797678667,https://www.specialk9.com/Manga-Estilo-Belga-p797678667,"Manga Estilo Belga",
simple,"D004 B",,"Manga Oculta",1,0,visible,,"<details><summary>Descripción</summary><section><p>Manga oculta</p><p>Disponible en color azul</p><p>Material sintético</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,1,0,1,1,0,0.9,0.0,0.0,0.0,1,,,96000.00,"Mangas y Pierneras, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553289429.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4596674326.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4596674331.jpg",,,,,,,,,,Rok9,,,,,,,,,,,,,,,,697534950,https://www.specialk9.com/Manga-Oculta-p697534950,"Manga Oculta","Descripción Manga oculta Disponible en color azul Material sintético Garantía Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía. Devoluciones Se realiza cambio si el producto presenta defecto de fábrica. No se hacen reembolsos, se hacen cambios por productos…"
variable,B41,,"Manga para Mordida Oculta Sintético",1,1,visible,,"<details><summary>Descripción</summary><section><p>Esta manga de mordida cubierta de lino frances ofrece protección efectiva sin el volumen de una manga tradicional.</p><p>Cuenta con cuatro correas ajustables de velcro en el exterior y acolchado interno para mayor comodidad. Es ideal para entrenar al perro a morder “de verdad”, ya que puede usarse debajo de la ropa sin ser visible.</p><p>Disponible en:</p><ul><li>REG – Regular</li><li>GNLT – incluye un guantelete interno de plástico rígido integrado</li></ul></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Mangas y Pierneras, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826642749/5684140651.jpg,,,,,,,,,42,"Elite K9",Variante,"Regular, Guantelete",1,0,,,,,,,,,,,,826642749,https://www.specialk9.com/Manga-para-Mordida-Oculta-Sintetico-p826642749,"Manga para Mordida Oculta Sintético","Descripción Esta manga de mordida cubierta de lino frances ofrece protección efectiva sin el volumen de una manga tradicional. Cuenta con cuatro correas ajustables de velcro en el exterior y acolchado interno para mayor comodidad. Es ideal para entrenar al perro a morder “de verdad”, ya que puede…"
variation,"B41 GNLT",,"Manga para Mordida Oculta Sintético - Guantelete",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,145750.00,,,,,,,B41,,,,,,,,Variante,Guantelete,1,0,,,,,,,,,,,,826642749,,,
variation,"B41 REG",,"Manga para Mordida Oculta Sintético - Regular",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,145750.00,,,,,,,B41,,,,,,,,Variante,Regular,1,0,,,,,,,,,,,,826642749,,,
variable,B29,,"Manga Perfector",1,0,visible,,"<details><summary>Descripción</summary><section><p>Manga Perfector con Funda reemplazable</p><p>La funda Perfector con funda sintética reemplazable permite colocar el brazo en la posición ideal para que el perro muerda. Proporciona automáticamente el ángulo adecuado sin esfuerzo. Esta funda para mordidas es liviana y está diseñada para poder trabajar incluso con los perros más avanzados.<br></p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</p></section></details><p><br></p>",taxable,,,,,,0,4.0,0.0,0.0,0.0,1,,,,"Mangas y Pierneras, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4542186061.jpg,,,,,,,,,,"Elite K9",Orientacion,"Izquierda, Derecha",1,0,,,,,,,,,,,,794633042,https://www.specialk9.com/Manga-Perfector-p794633042,"Manga Perfector","Descripción Manga Perfector con Funda reemplazable La funda Perfector con funda sintética reemplazable permite colocar el brazo en la posición ideal para que el perro muerda. Proporciona automáticamente el ángulo adecuado sin esfuerzo. Esta funda para mordidas es liviana y está diseñada para poder…"
variation,"B29 R",,"Manga Perfector - Derecha",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,165000.00,,,,,,,B29,,,,,,,,Orientacion,Derecha,1,0,,,,,,,,,,,,794633042,,,
variation,"B29 L",,"Manga Perfector - Izquierda",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,165000.00,,,,,,,B29,,,,,,,,Orientacion,Izquierda,1,0,,,,,,,,,,,,794633042,,,
simple,B20,,"Manga Police",1,0,visible,,"<details><summary>Descripción</summary><section><p>Manga en material de yute, para uso en perros de nivel intermedio a avanzado. Cuenta con un asa en la parte posterior del brazo para ayudar a tirar del perro. El interior está forrado con una cómoda tela de algodón y el mango tiene una suave funda de espuma. Esta manga no tiene funda o cobertor extraíble.</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</p></section></details>",taxable,,1,0,1,1,0,4.0,0.0,0.0,0.0,1,,,181000.00,"Mangas y Pierneras, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553428550.jpg,,,,,,,,,,"Elite K9",,,,,,,,,,,,,,,,697593398,https://www.specialk9.com/Manga-Police-p697593398,"Manga Police","Descripción Manga en material de yute, para uso en perros de nivel intermedio a avanzado. Cuenta con un asa en la parte posterior del brazo para ayudar a tirar del perro. El interior está forrado con una cómoda tela de algodón y el mango tiene una suave funda de espuma. Esta manga no tiene funda o…"
simple,B25,,"Manga Revolution",1,0,visible,,"<details><summary>Descripción</summary><section><p>Manga Revolution</p><p>Capa externa con material de yute.</p><p>Marca Elite K9</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,1,1,1,0,0,3.0,0.0,0.0,0.0,1,,,99500.00,"Mangas y Pierneras, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553431349.jpg,,,,,,,,,,"Elite K9",,,,,,,,,,,,,,,,697603121,https://www.specialk9.com/Manga-Revolution-p697603121,"Manga Revolution","Descripción Manga Revolution Capa externa con material de yute. Marca Elite K9 Garantía Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía. Devoluciones Se realiza cambio si el producto presenta defecto de fábrica. No se hacen reembolsos, se hacen cambios por…"
variable,TBH1,,"Manguera de Arenado para Recompensa",1,1,visible,,"<details><summary>Descripción</summary><section><p>Juguete de recompensa fabricado con un tramo de manguera de arenado resistente, ideal para entrenamiento, juego interactivo y motivación en perros de trabajo o alto impulso.<br></p><ul><li>Material resistente tipo manguera industrial de arenado</li><li>Excelente como juguete de tira y afloja (“tug”) de recompensa</li><li>No está diseñado como juguete de mordida permanente ni para dejar al perro sin supervisión</li></ul><p><br></p></section></details><details><summary>Medidas</summary><section><p>12"" (30.48 cm) x 1-1/8"" (2.85 cm)<br><br></p><p>12"" (30.48 cm) x 1-7/8"" (4.76 cm)</p></section></details>",taxable,,,,,,0,0.185,0.0,0.0,0.0,1,,,,"Recompensas, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/835890579/5768121345.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/835890579/5768134056.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/835890579/5768121351.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/835890579/5768128559.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/835890579/5768121363.jpg",,,,,,,,,57,"Elite K9",Grosor,"1-1/8"", 1-7/8""",1,0,,,,,,,,,,,,835890579,https://www.specialk9.com/Manguera-de-Arenado-para-Recompensa-p835890579,"Manguera de Arenado para Recompensa","Descripción Juguete de recompensa fabricado con un tramo de manguera de arenado resistente, ideal para entrenamiento, juego interactivo y motivación en perros de trabajo o alto impulso. Material resistente tipo manguera industrial de arenado Excelente como juguete de tira y afloja (“tug”) de…"
variation,TBH12X,,"Manguera de Arenado para Recompensa - 1-7/8""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,31000.00,,,,,,,TBH1,,,,,,,,Grosor,"1-7/8""",1,0,,,,,,,,,,,,835890579,,,
variation,TBH12,,"Manguera de Arenado para Recompensa - 1-1/8""",1,,visible,,,taxable,parent,1,3,1,1,0,,,,,,,,29500.00,,,,,,,TBH1,,,,,,,,Grosor,"1-1/8""",1,0,,,,,,,,,,,,835890579,,,
simple,TE9001073,,"Marco superior de Barrera de Salto",1,1,visible,,"<details><summary>Descripción</summary><section><div><p>Tejidos de polímero reforzado de alta densidad.<br>Construcción de aluminio y aceroDimensiones estándar para  competición, pruebas y entrenamiento.</p><div></div></div><p>Para entrenamiento de Schutzhund y agility.</p><div>Dimensiones: <br>Longitud: 150 cm <br>Peso: 3 kg</div></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica.</div></section></details>",taxable,,1,0,1,1,0,3.5,0.0,0.0,0.0,1,,,165000.00,"Todos los Productos, Disciplinas",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934352133.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934353600.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934357597.jpg",,,,,,,,,12,"For Dog Trainers",,,,,,,,,,,,,,,,752771672,https://www.specialk9.com/Marco-superior-de-Barrera-de-Salto-p752771672,"Marco superior de Barrera de Salto","Descripción Tejidos de polímero reforzado de alta densidad. Construcción de aluminio y aceroDimensiones estándar para competición, pruebas y entrenamiento. Para entrenamiento de Schutzhund y agility. Dimensiones: Longitud: 150 cm Peso: 3 kg Garantía Garantía por defectos de fábrica. Cortes y…"
simple,TE5001073,,"Mini Mampára",1,1,visible,,"<details><summary>Descripción</summary><section><p>Esta mampara mini es ligera y puede ser transportada fácilmente por una sola persona. Tiene un sistema de cierres especiales y puntas afiladas para que no se preocupe de que este equipo deportivo canino se caiga e interrumpa el proceso de entrenamiento.</p><p>Dimensiones <br>Ancho: 70 cm (27.5 pulgadas)<br>Alto: 120 cm (47.2 pulgadas)</p><p>Peso: 2.1 Kg</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica.</div></section></details>",taxable,,1,0,1,1,0,2.1,0.0,0.0,0.0,1,,,154000.00,"Todos los Productos, Disciplinas",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4930104793.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4930086217.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4930104788.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4930086222.jpg",,,,,,,,,13,"For Dog Trainers",,,,,,,,,,,,,,,,752322381,https://www.specialk9.com/Mini-Mampara-p752322381,"Mini Mampára","Descripción Esta mampara mini es ligera y puede ser transportada fácilmente por una sola persona. Tiene un sistema de cierres especiales y puntas afiladas para que no se preocupe de que este equipo deportivo canino se caiga e interrumpa el proceso de entrenamiento. Dimensiones Ancho: 70 cm (27.5…"
simple,Pro-MEAT,,"Molida de Pollo Pastoreo",1,1,visible,,"<details><summary>Descripción </summary><section><p><strong>Alimento Complementario Natural para Perros y Gatos</strong></p><p><strong>Cada Kilo se vendo por 2000</strong></p><p>Nuestra <strong>Molida de Pollo 100% de Pastoreo</strong> es un alimento simple y natural, elaborado únicamente con pollo libres de jaulas, granos ni conservantes o agroquímicos. Está pensada para complementar la dieta diaria de tu perro o gato con ingredientes reales y mínimamente procesados.</p><p>Puede servirse <strong>cruda o cocida</strong>, según las preferencias y necesidades de cada mascota. También puede usarse para preparar <strong>caldos naturales</strong>, ideales para hidratar comidas o como fuente adicional de colágeno y sabor.</p><p>Este producto <strong>no constituye una dieta balanceada completa</strong>, pero es un excelente complemento dentro de un plan de alimentación cruda o natural. También puede ofrecerse como premio, refuerzo durante el entrenamiento o como topper sobre la comida habitual.</p></section></details><details><summary><h3>Manejo y conservación</h3></summary><section><p>Mantén el producto <strong>congelado hasta su uso</strong>. Para descongelar, colócalo en el <strong>refrigerador</strong> y deja que se descongele lentamente.<br> Una vez descongelado, <strong>no volver a congelar</strong>.<br> Debe mantenerse refrigerado y consumirse en un máximo de <strong>72 horas</strong>.<br> Como todo alimento crudo, manipúlalo con <strong>buenas prácticas de higiene</strong>: lava las manos, utensilios y superficies después de cada uso.</p></section></details>",taxable,,1,,,0,0,1.0,0.0,0.0,0.0,1,,,2000.00,"Alimentos & Suplementos, Alimentos & Suplementos > Alimentación",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/795063386/5581818894.png,,,,,,,,,18,,,,,,,,,,,,,,,,,795063386,https://www.specialk9.com/Molida-de-Pollo-Pastoreo-p795063386,"Molida de Pollo Pastoreo","Descripción Alimento Complementario Natural para Perros y Gatos Cada Kilo se vendo por 2000 Nuestra Molida de Pollo 100% de Pastoreo es un alimento simple y natural, elaborado únicamente con pollo libres de jaulas, granos ni conservantes o agroquímicos. Está pensada para complementar la dieta diaria…"
variable,T08,,"Mordedor 8""",1,0,visible,,"<details><summary>Descripción</summary><section><p>Mordedor Lino Frances: lino francés de alta calidad con costuras de alta calidad. Son duraderos son excelentes herramientas y recompensas para generar impulso. Están hechos del mismo material que nuestros trajes de mordida.</p><p>Mordedor de manguera contra incendios: están hechos de un material de nailon resistente, duradero, pero no indestructible, que no tiene metal ni chirridos y es seguro y resistente.</p><p>Mordedor Yute: fabricado en yute de alta calidad con costuras de alta calidad.</p><p>Mide 1½"" de ancho x 3/4"" de espesor y cuenta con un asa. Tiene un largo de 8"" pulgadas.</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica.</div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</p></section></details><p><br></p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Recompensas > Mordedores, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695627664/4540387938.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695627664/4540387943.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695627664/4540390126.jpg",,,,,,,,,,"Elite K9",Material,"Yute, Lino Francés, Nylon Reforzado",1,0,,,,,,,,,,,,695627664,https://www.specialk9.com/Mordedor-8-p695627664,"Mordedor 8""","Descripción Mordedor Lino Frances: lino francés de alta calidad con costuras de alta calidad. Son duraderos son excelentes herramientas y recompensas para generar impulso. Están hechos del mismo material que nuestros trajes de mordida. Mordedor de manguera contra incendios: están hechos de un…"
variation,TF08,,"Mordedor 8"" - Nylon Reforzado",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,11500.00,,,,,,,T08,,,,,,,,Material,"Nylon Reforzado",1,0,,,,,,,,,,,,695627664,,,
variation,TS08,,"Mordedor 8"" - Lino Francés",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,11500.00,,,,,,,T08,,,,,,,,Material,"Lino Francés",1,0,,,,,,,,,,,,695627664,,,
variation,TJ08,,"Mordedor 8"" - Yute",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,11500.00,,,,,,,T08,,,,,,,,Material,Yute,1,0,,,,,,,,,,,,695627664,,,
simple,TE21,TE21,"Mordedor de bolsillo de yute",1,0,visible,,"<details><summary>Descripción</summary><section>Tiene forma de almohada pequeña. Ocupa poco espacio en tu bolso, así que puedes llevarlo contigo y continuar el entrenamiento de tu cachorro dondequiera que vayas.<p><br></p>
<ul><li>Hecho de yute. </li><li>Cosido a mano.</li><li>Materiales naturales.</li><li>Con un asa.</li><li>Tamaño de bolsillo.</li><li>Relleno adecuado.</li></ul><p>Medidas: 9cm x 8,5cm (3,5 x 3,25 pulgadas)</p></section></details><details><summary>Garantía</summary><section><p>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</p></section></details><details><summary>Devoluciones</summary><section><div>Se realiza cambio si el producto presenta defecto de fábrica.</div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details>",taxable,,1,2,1,1,0,0.1,0.0,0.0,0.0,1,,,7500.00,"Recompensas > Mordedores, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4938998862.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4938998867.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4939009080.jpg",,,,,,,,,,"For Dog Trainers",,,,,,,,,,,,,,,,753485704,https://www.specialk9.com/Mordedor-de-bolsillo-de-yute-p753485704,"Mordedor de bolsillo de yute","Descripción Tiene forma de almohada pequeña. Ocupa poco espacio en tu bolso, así que puedes llevarlo contigo y continuar el entrenamiento de tu cachorro dondequiera que vayas. 
 Hecho de yute. Cosido a mano. Materiales naturales. Con un asa. Tamaño de bolsillo. Relleno adecuado. Medidas: 9cm x 8,5cm…"
